"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
581408001,581408,"Humble fancy ballerina",86,"Ballerinas","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3527,"Flats","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Ballet pumps in imitation suede with pointed toes. Satin linings and insoles and rubber soles.",89.21
633609001,633609,"TVP Ivar mitten",71,"Gloves","Accessories",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Mittens in a soft knit with ribbed, foldover cuffs and a fleece lining. Size 0-6M without thumbs.",58.6
583673001,583673,"Marianne",265,"Dress","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",2035,"Nursing","A","Ladieswear",1,"Ladieswear",8,"Mama",1005,"Jersey Fancy","Fitted, long-sleeved nursing dress in organic cotton jersey with a V-neck and practical inner top for easier nursing access.",16.09
551080014,551080,"Longsleeve Tee",255,"T-shirt","Garment Upper body",1010014,"Placement print",10,"White",3,"Light",9,"White",5882,"Jersey Fancy","F","Menswear",3,"Menswear",55,"Contemporary Street",1005,"Jersey Fancy","Long-sleeved top in thin, printed cotton jersey with ribbed cuffs.",70.25
618426002,618426,"TOBBE short leg",270,"Garment Set","Garment Full body",1010001,"All over pattern",10,"White",3,"Light",9,"White",6564,"Newborn","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1005,"Jersey Fancy","Set in soft organic cotton jersey. Short-sleeved, patterned bodysuit with press-studs at the shoulders and crotch. Shorts with an elasticated waist.",69.57
761821004,761821,"Bella",265,"Dress","Garment Full body",1010008,"Front print",51,"Light Pink",1,"Dusty Light",4,"Pink",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Dress with a soft jersey bodice, visible zip at the back and short cap sleeves. Seam at the waist and a lined, flared skirt in a patterned weave with a sheen.",51.87
925664001,925664,"Danny cropped trousers",272,"Trousers","Garment Lower body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",5686,"Trouser","F","Menswear",3,"Menswear",20,"Contemporary Smart",1009,"Trousers","5-pocket, ankle-length trousers in washed cotton twill with a zip fly and button. Regular Fit – a classic fit with good room for movement over the thighs and knees to create a comfortable, straight silhouette.",75.76
636587004,636587,"Ronny R-Neck",255,"T-shirt","Garment Upper body",1010010,"Melange",9,"Black",4,"Dark",12,"Grey",5868,"Basics","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Jersey T-shirt.",60.2
793193008,793193,"Hat Berkely felt",509,"Felt hat","Accessories",1010016,"Solid",14,"Dark Beige",2,"Medium Dusty",13,"Brown",9985,"Accessories","F","Menswear",3,"Menswear",25,"Men Accessories",1019,"Accessories","Sturdy hat in felted wool with a band. Width of brim 6.5 cm.",15.41
562677022,562677,"NILS fancy shorts SB",272,"Trousers","Garment Lower body",1010005,"Colour blocking",7,"Grey",1,"Dusty Light",12,"Grey",7668,"Kids Boy Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","Shorts in sweatshirt fabric with wide elastication and a drawstring at the waist and side pockets. The cotton content of the shorts is organic.",60.61
453345001,453345,"Ringo hip belt",67,"Belt","Accessories",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3509,"Belts","C","Ladies Accessories",1,"Ladieswear",65,"Womens Big accessories",1019,"Accessories","Narrow belt in imitation leather with a metal buckle. Width approx. 2 cm.",25.78
573432001,573432,"Clash denim",272,"Trousers","Garment Lower body",1010023,"Denim",9,"Black",4,"Dark",5,"Black",5956,"Woven inactive from s1","F","Menswear",3,"Menswear",21,"Contemporary Casual",1009,"Trousers","5-pocket jeans in sturdy washed denim with hard-worn details, patches on the legs and a zip fly and button.",72.1
824543002,824543,"Ruby rubber boot",87,"Boots","Shoes",1010001,"All over pattern",11,"Off White",1,"Dusty Light",9,"White",6561,"Baby Shoes","G","Baby Sizes 50-98",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Print-patterned wellingtons with a loop at the back. Jersey linings and insoles and fluted soles.",96.19
687331005,687331,"Aquarius hood",308,"Hoodie","Garment Upper body",1010016,"Solid",10,"White",3,"Light",9,"White",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Oversized top in soft sweatshirt fabric with a jersey-lined hood with a ribbed edge and drawstring at the front. Low dropped shoulders, long, wide sleeves, a kangaroo pocket, and ribbing at the cuffs and hem. Soft brushed inside.",41.28
661748002,661748,"CC ANDY hood BG",308,"Hoodie","Garment Upper body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",7930,"Young Girl Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Top in sweatshirt fabric with a jersey-lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside. The cotton content of the top is partly recycled.",17.89
386859028,386859,"T-Shirt Allington R-neck!",255,"T-shirt","Garment Upper body",1010016,"Solid",53,"Dark Pink",4,"Dark",4,"Pink",5831,"Knitwear","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1003,"Knitwear","T-shirt in premium cotton jersey.",99.32
395127040,395127,"CA Gustavsberg",259,"Shirt","Garment Upper body",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",8617,"Shirt S&T","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1011,"Shirts","Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette.",23.72
688916016,688916,"ROSIE 5-p boxer",286,"Underwear bottom","Underwear",1010012,"Mixed solid/pattern",73,"Dark Blue",4,"Dark",2,"Blue",7922,"Kids Girl UW/NW","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.",18.02
900860002,900860,"MICHI Lee resort shirt",259,"Shirt","Garment Upper body",1010016,"Solid",71,"Light Blue",1,"Dusty Light",2,"Blue",8090,"Promotion/Other/Offer","F","Menswear",3,"Menswear",29,"Men Other",1023,"Special Offers","Chimi x H&M. A retro-inspired shirt that is perfect for both trips to the beach and rooftop parties in town. Straight-cut in an airy linen, viscose and cotton weave, this short-sleeved shirt has a resort collar, French front and yoke with a pleat at the back to create room for movement. It also has an open chest pocket and short slits in the sides. Available in two summery pastel shades.",31.12
564485005,564485,"Alison",245,"Cardigan","Garment Upper body",1010010,"Melange",8,"Dark Grey",4,"Dark",12,"Grey",1646,"Knitwear Basic","A","Ladieswear",1,"Ladieswear",16,"Womens Everyday Basics",1003,"Knitwear","Cardigan in a soft knit with a shawl collar, dropped shoulders and no buttons.",78.05
709590002,709590,"Sunday Sl-set (W)",297,"Pyjama set","Nightwear",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",3709,"Nightwear","B","Lingeries/Tights",1,"Ladieswear",62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a patterned viscose weave. Top with a gentle V-neck, narrow, adjustable shoulder straps and buttons down the front. Short shorts with an elasticated waist and a small frill trim at the waist.",77.97
873158002,873158,"LINNIE TVP",255,"T-shirt","Garment Upper body",1010014,"Placement print",51,"Light Pink",1,"Dusty Light",4,"Pink",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","T-shirt in soft cotton jersey with a round neck and short sleeves with sewn-in turn-ups.",45.94
721098002,721098,"ESA TEE colab",255,"T-shirt","Garment Upper body",1010014,"Placement print",10,"White",3,"Light",9,"White",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","NATHALIE LÉTÉ x H&M. Round-necked T-shirt in soft cotton jersey with a print motif, and a narrow ribbed trim around the neckline.",58.6
791488004,791488,"HAPPY low price tee TP",255,"T-shirt","Garment Upper body",1010014,"Placement print",7,"Grey",1,"Dusty Light",12,"Grey",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","Classic T-shirt in soft, printed cotton jersey with a narrow trim around the neckline.",84.35
866030001,866030,"Rizzo shirt",259,"Shirt","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",8713,"Young Girl Dresses","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1014,"Dresses/Skirts girls","Shirt in a softly draping viscose weave with a collar, buttons down the front, low dropped shoulders and cap sleeves with sewn-in turn-ups. One open chest pocket, and short slits in the sides.",13.25
562252032,562252,"Space 5 pkt tregging",272,"Trousers","Garment Lower body",1010023,"Denim",73,"Dark Blue",2,"Medium Dusty",2,"Blue",1722,"Trouser","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1009,"Trousers","Skinny-fit treggings in superstretch twill with an elasticated waist, fake front pockets and real back pockets.",66.12
643557001,643557,"RELAXED TAP BOBO",272,"Trousers","Garment Lower body",1010023,"Denim",73,"Dark Blue",2,"Medium Dusty",2,"Blue",7956,"Kids Boy Denim","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1016,"Trousers Denim","5-pocket jeans in soft stretch denim with an adjustable elasticated waist, zip fly with a press-stud, patch front pockets and tapered legs with seams at the knees.",80.38
802666002,802666,"WB Boot",87,"Boots","Shoes",1010016,"Solid",43,"Dark Red",4,"Dark",18,"Red",6561,"Baby Shoes","G","Baby Sizes 50-98",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Warm-lined boots in waterproof functional fabric with a faux fur trim at the top of the shaft and lacing with a drawstring at the front. Pile linings and insoles and chunky soles.",37.5
788278004,788278,"SHIMMER",252,"Sweater","Garment Upper body",1010002,"Application/3D",9,"Black",4,"Dark",5,"Black",7618,"Kids Girl Knitwear","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1003,"Knitwear","Jumper in a soft, fluffy knit with decorative sequins.",21.49
905701004,905701,"ELLIE set",265,"Dress","Garment Full body",1010012,"Mixed solid/pattern",73,"Dark Blue",4,"Dark",2,"Blue",7920,"Kids Girl Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Set with a short-sleeved dress and pair of leggings in soft, organic cotton jersey. Dress with a round neckline, gathered seam at the waist and flared skirt. Leggings with an elasticated waist.",94.33
508941009,508941,"LIZZIE",265,"Dress","Garment Full body",1010016,"Solid",93,"Dark Green",4,"Dark",19,"Green",7920,"Kids Girl Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Long-sleeved dress in sturdy jersey with a textured pattern, seam at the waist and side pockets.",56.89
722832002,722832,"Chelsea x-size trousers",272,"Trousers","Garment Lower body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",8756,"Young Boy Trouser","I","Children Sizes 134-170",4,"Baby/Children",47,"Young Boy",1009,"Trousers","Suit trousers in twill with an adjustable elasticated waist, concealed hook-and-eye fastening and zip fly. Side pockets, jetted back pockets with a button and legs with creases.",37.28
754005010,754005,"missy sneaker(1)",94,"Sneakers","Shoes",1010016,"Solid",71,"Light Blue",1,"Dusty Light",2,"Blue",3828,"Sneakers","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Trainers with elastic gores in the sides. Jersey linings and insoles and thermoplastic rubber (TPR) soles.",33.68
522398054,522398,"Vincent (1)",254,"Top","Garment Upper body",1010001,"All over pattern",51,"Light Pink",1,"Dusty Light",4,"Pink",1636,"Jersey fancy","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1005,"Jersey Fancy","V-neck top in airy jersey made from recycled polyester. Buttons at the top, 3/4-length sleeves and a rounded hem with slits in the sides. Slightly longer at the back.",59.84
911046001,911046,"Cool Tiril nose ring pk",78,"Other accessories","Accessories",1010016,"Solid",5,"Gold",5,"Bright",15,"Metal",4345,"Jewellery Extended","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Metal nose cuffs.",93.45
672793005,672793,"Bunny top",258,"Blouse","Garment Upper body",1010016,"Solid",42,"Red",5,"Bright",18,"Red",2033,"Woven Tops","A","Ladieswear",1,"Ladieswear",8,"Mama",1010,"Blouses","Blouse in a crêpe weave with a round neckline and an opening with a covered button at the back of the neck. Short, wide sleeves with gathers at the shoulders and a smocked seam under the bust.",58.22
746344001,746344,"PQ Mendez sunglasses",81,"Sunglasses","Accessories",1010016,"Solid",17,"Yellowish Brown",4,"Dark",13,"Brown",8888,"Sunglasses","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Round sunglasses with plastic frames, sidepieces and lenses. The lenses are UV-protective, tinted and polarised. Polarised lenses convey colours more clearly and provide stronger contrasts while preventing glare.",42.41
755843001,755843,"MARY CARGO SHORTS",274,"Shorts","Garment Lower body",1010016,"Solid",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",8717,"Young Girl Trouser","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1009,"Trousers","Short shorts in washed, stretch cotton twill with a zip fly and button, patch front pockets and back pockets.",93.43
600297002,600297,"PHOENIX",252,"Sweater","Garment Upper body",1010010,"Melange",7,"Grey",1,"Dusty Light",12,"Grey",5878,"Knitwear","F","Menswear",3,"Menswear",20,"Contemporary Smart",1003,"Knitwear","Long-sleeved jumper in a soft, textured knit with dropped shoulders with reverse seams and a roll edge around the neckline, cuffs and hem.",18.7
624543011,624543,"RONJA 5-p brief fancy",286,"Underwear bottom","Underwear",1010001,"All over pattern",40,"Other Red",5,"Bright",18,"Red",7922,"Kids Girl UW/NW","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Cotton jersey briefs in various designs with an elasticated waist and lined gusset. Lorem ipsum dolor sit amet consectetur adipiscing elit, dictum fames phasellus per taciti eleifend, maecenas pharetra inceptos porttitor aliquet pulvinar. Turpis tortor habitasse ullamcorper metus venenatis penatibus placerat phasellus pulvinar, nascetur praesent rhoncus egestas ultricies fringilla tincidunt interdum, tempus nostra pharetra ultrices cras varius consequat volutpat. Vitae viverra ligula ut euismod cursus hendrerit inceptos dignissim orci, non porta arcu in iaculis cubilia parturient penatibus, purus fermentum litora nibh dui id augue platea. Congue dictumst pellentesque duis aptent tristique scelerisque, sagittis nibh enim accumsan arcu. Nec semper mollis laoreet justo sollicitudin non cras viverra potenti leo rutrum lectus cum, fermentum ullamcorper molestie quis libero in torquent nostra urna magnis sodales tempor.",73.79
912861001,912861,"Wabi sabi unpadded wirebra",306,"Bra","Underwear",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1339,"Clean Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Non-padded, underwired bra in mesh with mesh-lined cups that give the bust a natural shape and light support. Adjustable shoulder straps and a hook-and-eye fastening at the back.",81.59
570302001,570302,"VULCANO",87,"Boots","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3529,"Boots","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Ankle boots in imitation leather with a zip in one side and covered heels with studs. Fabric linings, imitation leather insoles and rubber soles. Heel 3.5 cm.",50.53
875751001,875751,"Amelia",252,"Sweater","Garment Upper body",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Top in soft, printed cotton sweatshirt fabric with a round, rib-trimmed neckline and ribbed cuffs.",85.78
736206004,736206,"Siblings t-shirt",255,"T-shirt","Garment Upper body",1010015,"Sequin",10,"White",3,"Light",9,"White",7848,"Boys Local Relevance","H","Children Sizes 92-140",4,"Baby/Children",48,"Kids Local Relevance",1023,"Special Offers","T-shirt in soft jersey with a reversible sequin motif on the front.",69.84
750424008,750424,"Snow chino TVP RW TVP",272,"Trousers","Garment Lower body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1710,"Trouser","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1009,"Trousers","Ankle-length chinos in a soft cotton weave with a regular waist, zip fly and button, side pockets and fake back pockets with a button. Tapered legs with creases.",45.73
631444001,631444,"Maggie Maxi Dress",265,"Dress","Garment Full body",1010001,"All over pattern",50,"Other Pink",5,"Bright",4,"Pink",7613,"Kids Girl Dresses","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1014,"Dresses/Skirts girls","Dress in an airy, patterned weave with elastication at the top, narrow, braided shoulder straps, an elasticated seam at the waist and asymmetric hem. Satin lining.",28.08
726348001,726348,"ELLIOT TEE",259,"Shirt","Garment Upper body",1010018,"Treatment",71,"Light Blue",3,"Light",2,"Blue",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","T-shirt in soft cotton jersey with a washed look. Seams on the shoulders, a chest pocket with a decorative fabric appliqué and short sleeves with sewn-in turn-ups.",64.05
823660001,823660,"NW  FLUER LL SET (J)",297,"Pyjama set","Nightwear",1010001,"All over pattern",13,"Beige",2,"Medium Dusty",1,"Mole",1919,"Jersey","A","Ladieswear",1,"Ladieswear",2,"H&M+",1005,"Jersey Fancy","Pyjamas in soft jersey made from a cotton blend. Straight-cut top with short sleeves. Bottoms with covered elastication at the waist and gently tapered legs with cuffed hems.",56.41
498738029,498738,"SUPREME FANCY TIGHTS",272,"Trousers","Garment Lower body",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",6280,"Tops Girls","S","Sport",26,"Sport",49,"Kids Sports",1001,"Unknown","Printed sports tights in fast-drying functional fabric with ribbing at the waist.",50.25
815287004,815287,"SW Agonda UV cap",75,"Hat/beanie","Accessories",1010008,"Front print",91,"Light Green",3,"Light",19,"Green",2950,"Baby Toys/Acc","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1019,"Accessories","Swim cap with a peak at the front and a flap at the back to protect the back of the neck.",92.75
691623001,691623,"Tokyo",258,"Blouse","Garment Upper body",1010001,"All over pattern",43,"Dark Red",4,"Dark",18,"Red",2033,"Woven Tops","A","Ladieswear",1,"Ladieswear",8,"Mama",1010,"Blouses","Blouse in a patterned crêpe weave with a round neckline, wide 3/4-length sleeves and short slits at the sides.",74.63
701771004,701771,"RAIN MITTENS",71,"Gloves","Accessories",1010016,"Solid",22,"Yellow",4,"Dark",8,"Yellow",4212,"Kids Boy Big Acc","J","Children Accessories, Swimwear",4,"Baby/Children",45,"Kids Outerwear",1019,"Accessories","Fleece-lined mittens in wind- and waterproof functional fabric with closed seams. Reflective details and an elasticated strap with a press-stud at the wrists, and narrow elastication around the tops. The mittens have a water-repellent coating without fluorocarbons.",86.63
519243006,519243,"Hat Own",76,"Hat/brim","Accessories",1010014,"Placement print",92,"Green",5,"Bright",19,"Green",4216,"Dress-up Boys","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1019,"Accessories","Santa hat with a faux fur pompom on top and wide, covered elastication around the hem.",99.29
737340001,737340,"Olivia shorts",274,"Shorts","Garment Lower body",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",1745,"Shorts","D","Divided",2,"Divided",53,"Divided Collection",1025,"Shorts","Short shorts in a patterned viscose crêpe weave. High waist with a small frill trim at the top and decorative tie belt.",93.75
671809014,671809,"Malin court sneaker",94,"Sneakers","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3629,"Shoes","F","Menswear",3,"Menswear",27,"Men Shoes",1020,"Shoes","Trainers with a padded top edge and lacing at the front. Mesh linings and insoles and rubber soles.",44.26
840567002,840567,"Jackie brazilian",286,"Underwear bottom","Underwear",1010016,"Solid",1,"Other",6,"Undefined",14,"undefined",3710,"Functional Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Shaping Brazilian briefs in microfibre and lace with a gentle sculpting effect on the waist and hips. High waist, a high cut at the back and a lined gusset. Laser-cut edges around the waist and hems for a seamless, comfortable feel against the skin.",20.47
798901009,798901,"SCRUNCHIE 2p",74,"Hair/alice band","Accessories",1010026,"Other structure",52,"Pink",2,"Medium Dusty",4,"Pink",3946,"Small Accessories","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Hair elastics in a crêpe weave.",89.02
561746001,561746,"Idris braclete",68,"Bracelet","Accessories",1010016,"Solid",9,"Black",4,"Dark",5,"Black",9986,"Small Accessories","F","Menswear",3,"Menswear",25,"Men Accessories",1019,"Accessories","Bracelets in various designs with beads in wood and plastic. Four elastic bracelets with wooden and plastic beads. One wide metal chain bracelet with a fastener.",28.77
542017007,542017,"APRIL",259,"Shirt","Garment Upper body",1010004,"Check",73,"Dark Blue",4,"Dark",2,"Blue",1543,"Tops Woven","D","Divided",2,"Divided",53,"Divided Collection",1010,"Blouses","Long shirt in a soft viscose weave with a collar, buttons down the front and a chest pocket. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back.",83.57
712052002,712052,"Echo Sneaker",94,"Sneakers","Shoes",1010012,"Mixed solid/pattern",42,"Red",7,"Medium",18,"Red",3629,"Shoes","F","Menswear",3,"Menswear",27,"Men Shoes",1020,"Shoes","Trainers in imitation leather with a padded top edge and lacing at the front. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",81.1
719063002,719063,"DEVON HENLEY S/S",255,"T-shirt","Garment Upper body",1010017,"Stripe",42,"Red",7,"Medium",18,"Red",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","T-shirt in cotton jersey with buttons at the top and a gently rounded hem.",82.53
534210006,534210,"Austin",259,"Shirt","Garment Upper body",1010004,"Check",52,"Pink",3,"Light",4,"Pink",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","Shirt in a checked cotton weave with buttons down the front and at the cuffs and a rounded hem. Longer at the back.",37.42
740927008,740927,"Hale seamless LS top",254,"Top","Garment Upper body",1010026,"Other structure",9,"Black",4,"Dark",5,"Black",8316,"Ladies Sport Bras","S","Sport",26,"Sport",5,"Ladies H&M Sport",1005,"Jersey Fancy","Fitted sports top in fast-drying functional fabric with jacquard-patterned details and long sleeves with thumbholes at the cuffs. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.",88.13
857794006,857794,"Florence knitted top",253,"Vest top","Garment Upper body",1010016,"Solid",61,"Light Purple",1,"Dusty Light",4,"Pink",1648,"Knitwear","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1003,"Knitwear","Sleeveless, fitted top in a rib-knit viscose blend with ribbed trims around the neckline and armholes. Narrow cut at the top, both front and back.",17.28
857725002,857725,"Tora dress",265,"Dress","Garment Full body",1010017,"Stripe",73,"Dark Blue",4,"Dark",2,"Blue",2032,"Jersey","A","Ladieswear",1,"Ladieswear",8,"Mama",1005,"Jersey Fancy","Short, fitted dress in organic cotton jersey with a round neck, short sleeves and gathers in the sides for best fit over the tummy. Unlined.",84.02
786132004,786132,"Pola seamless leggings",273,"Leggings/Tights","Garment Lower body",1010016,"Solid",8,"Dark Grey",4,"Dark",12,"Grey",1676,"Jersey Basic","A","Ladieswear",1,"Ladieswear",16,"Womens Everyday Basics",1002,"Jersey Basic","Leggings in ribbed jersey with an elasticated waist. The leggings are designed with the minimum number of seams for a more comfortable fit and increased mobility.",46.27
673669001,673669,"Alex Low Sneaker BB",94,"Sneakers","Shoes",1010005,"Colour blocking",73,"Dark Blue",4,"Dark",2,"Blue",4221,"Young Boy Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Cotton canvas trainers with elasticated lacing at the front and a loop at the back. Fabric linings and insoles and rubber soles.",78.83
793406010,793406,"MALAGA 2p leggings",273,"Leggings/Tights","Garment Lower body",1010006,"Dot",73,"Dark Blue",4,"Dark",2,"Blue",7920,"Kids Girl Jersey Basic","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Leggings in soft, organic cotton jersey with covered elastication at the waist.",97.8
765853019,765853,"PC ED Freedom",265,"Dress","Garment Full body",1010015,"Sequin",93,"Dark Green",4,"Dark",19,"Green",1909,"Woven top","A","Ladieswear",1,"Ladieswear",2,"H&M+",1010,"Blouses","Short, A-line dress in sequined mesh with a small stand-up collar, an opening with a concealed button at the back of the neck, and long raglan balloon sleeves with elastication at the cuffs. Jersey lining made from recycled polyester.",67.69
649323001,649323,"LOVE Top",254,"Top","Garment Upper body",1010009,"Glittering/Metallic",9,"Black",4,"Dark",5,"Black",4090,"Promotion/ Other /Offer","D","Divided",2,"Divided",50,"Divided Projects",1023,"Special Offers","Cropped top in jersey with a small stand-up collar, zip at the top and glittery elastic hem.",25.62
584128001,584128,"Henry zip AOP",254,"Top","Garment Upper body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",8394,"Men Sport Bottoms","S","Sport",26,"Sport",22,"Men H&M Sport",1005,"Jersey Fancy","Running jacket in fast-drying, breathable functional fabric with a stand-up collar, zip down the front and zipped chest pocket. Ventilating mesh sections in the sides and under the arms, thumbholes at the cuffs and reflective details. Slightly longer at the back. Unlined.",72.55
695632004,695632,"Gyda-",258,"Blouse","Garment Upper body",1010016,"Solid",32,"Orange",7,"Medium",3,"Orange",1515,"Blouse","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1010,"Blouses","Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem.",93.05
852049002,852049,"Bo OH Hood 2-p",308,"Hoodie","Garment Upper body",1010016,"Solid",63,"Dark Purple",5,"Bright",6,"Lilac Purple",8768,"Young Boy Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","Long-sleeved tops in sweatshirt fabric with a wrapover, jersey-lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside. The cotton content of the tops is organic.",43.08
570004027,570004,"PETER POLO",257,"Polo shirt","Garment Upper body",1010017,"Stripe",8,"Dark Grey",4,"Dark",12,"Grey",5868,"Basics","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Short-sleeved polo shirt in soft jersey with a collar and button placket.",53.84
810792005,810792,"BB Jacob trs",272,"Trousers","Garment Lower body",1010005,"Colour blocking",9,"Black",4,"Dark",5,"Black",8563,"Bottoms Boys","S","Sport",26,"Sport",49,"Kids Sports",1001,"Unknown","Sports trousers in sturdy jersey with a drawstring at the top, side pockets and ribbed hems. Soft brushed inside.",87.58
757613002,757613,"Lauren shorts (J)",296,"Pyjama bottom","Nightwear",1010016,"Solid",71,"Light Blue",1,"Dusty Light",2,"Blue",3709,"Nightwear","B","Lingeries/Tights",1,"Ladieswear",62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short shorts in soft, ribbed jersey with an elasticated drawstring waist and small frill trim at the hems.",21.93
